time,size,pict_type
0,21644,I
0.020854,127,B
0.041708,127,B
0.062562,127,B
0.083417,196,P
0.104271,178,B
0.125125,179,B
0.145979,177,B
0.166833,185,P
0.187688,179,B
0.208542,179,B
0.229396,179,B
0.25025,177,B
0.271104,186,P
0.291958,179,B
0.312812,179,B
0.333667,179,B
0.354521,177,B
0.375375,186,P
0.396229,179,B
0.417083,179,B
0.437937,179,B
0.458792,177,B
0.479646,186,P
0.5005,179,B
0.521354,179,B
0.542208,179,B
0.563063,177,B
0.583917,186,P
0.604771,178,B
0.625625,179,B
0.646479,177,B
0.667333,186,P
0.688187,178,B
0.709042,179,B
0.729896,177,B
0.75075,186,P
0.771604,178,B
0.792458,179,B
0.813312,177,B
0.834167,186,P
0.855021,178,B
0.875875,179,B
0.896729,177,B
0.917583,186,P
0.938437,178,B
0.959292,179,B
0.980146,177,B
1.001,186,P
1.021854,178,B
1.042708,179,B
1.063562,177,B
1.084417,186,P
1.105271,178,B
1.126125,179,B
1.146979,177,B
1.167833,186,P
1.188687,178,B
1.209542,179,B
1.230396,177,B
1.25125,186,P
1.272104,178,B
1.292958,179,B
1.313813,177,B
1.334667,186,P
1.355521,178,B
1.376375,179,B
1.397229,177,B
1.418083,186,P
1.438937,178,B
1.459792,179,B
1.480646,177,B
1.5015,191,P
1.522354,179,B
1.543208,197,B
1.564062,198,B
1.584917,791,P
1.605771,167,B
1.626625,167,B
1.647479,165,B
1.668333,185,P
1.689187,173,B
1.710042,183,B
1.730896,184,B
1.75175,733,P
1.772604,167,B
1.793458,168,B
1.814312,166,B
1.835167,186,P
1.856021,183,B
1.876875,183,B
1.897729,188,B
1.918583,182,B
1.939437,544,P
1.960292,228,P
1.981146,182,B
2.002,194,B
2.022854,217,B
2.043708,190,B
2.064563,731,P
2.085417,164,B
2.106271,164,B
2.127125,165,B
2.147979,163,B
2.168833,216,P
2.189687,172,B
2.210542,172,B
2.231396,173,B
2.25225,171,B
2.273104,187,P
2.293958,172,B
2.314812,172,B
2.335667,174,B
2.356521,171,B
2.377375,188,P
2.398229,172,B
2.419083,172,B
2.439938,174,B
2.460792,171,B
2.481646,184,P
2.5025,183,B
2.523354,189,B
2.544208,188,B
2.565062,662,P
2.585917,160,B
2.606771,166,B
2.627625,164,B
2.648479,213,P
2.669333,183,B
2.690187,187,B
2.711042,782,P
2.731896,165,B
2.75275,165,B
2.773604,166,B
2.794458,164,B
2.815313,195,P
2.836167,185,B
2.857021,194,B
2.877875,178,B
2.898729,714,P
2.919583,165,B
2.940437,168,B
2.961292,166,B
2.982146,196,P
3.003,184,B
3.023854,197,B
3.044708,199,B
3.065562,633,P
3.086417,179,B
3.107271,170,B
3.128125,186,B
3.148979,187,B
3.169833,788,P
3.190687,166,B
3.211542,166,B
3.232396,166,B
3.25325,164,B
3.274104,188,P
3.294958,193,B
3.315812,193,B
3.336667,190,B
3.357521,177,B
3.378375,729,P
3.399229,170,B
3.420083,170,B
3.440937,171,B
3.461792,169,B
3.482646,197,P
3.5035,193,B
3.524354,192,B
3.545208,197,B
3.566062,198,B
3.586917,696,P
3.607771,170,B
3.628625,170,B
3.649479,190,B
3.670333,183,B
3.691187,721,P
3.712042,170,B
3.732896,170,B
3.75375,174,B
3.774604,169,B
3.795458,236,P
3.816312,181,B
3.837167,180,B
3.858021,183,B
3.878875,175,B
3.899729,639,P
3.920583,164,B
3.941437,165,B
3.962292,163,B
3.983146,188,P
4.004,182,B
4.024854,192,B
4.045708,186,B
4.066562,512,P
4.087417,176,B
4.108271,192,B
4.129125,168,B
4.149979,229,P
4.170833,179,B
4.191687,187,B
4.212542,168,B
4.233396,572,P
4.25425,169,B
4.275104,174,B
4.295958,166,B
4.316813,197,P
4.337667,183,B
4.358521,179,B
4.379375,188,B
4.400229,471,P
4.421083,180,B
4.441937,193,B
4.462792,176,B
4.483646,205,P
4.5045,185,B
4.525354,185,B
4.546208,191,B
4.567062,437,P
4.587917,171,B
4.608771,171,B
4.629625,186,B
4.650479,182,B
4.671333,529,P
4.692188,169,B
4.713042,169,B
4.733896,166,B
4.75475,165,B
4.775604,180,P
4.796458,169,B
4.817312,183,B
4.838167,185,B
4.859021,336,P
4.879875,186,B
4.900729,182,B
4.921583,209,B
4.942437,5428,P
4.963292,106,B
4.984146,157,B
5.005,145,B
5.025854,6180,P
5.046708,123,B
5.067563,173,B
5.088417,168,B
5.109271,6088,P
5.130125,131,B
5.150979,136,B
5.171833,182,B
5.192687,4927,P
5.213542,8674,I
5.234396,106,B
5.25525,152,B
5.276104,4356,P
5.296958,115,B
5.317812,154,B
5.338667,167,B
5.359521,5178,P
5.380375,124,B
5.401229,185,B
5.422083,176,B
5.442938,4566,P
5.463792,6097,I
5.484646,101,B
5.5055,143,B
5.526354,3438,P
5.547208,102,B
5.568062,239,B
5.588917,150,B
5.609771,3731,P
5.630625,114,B
5.651479,443,B
5.672333,161,B
5.693187,859,P
5.714042,108,B
5.734896,333,B
5.75575,124,B
5.776604,1247,P
5.797458,96,B
5.818313,827,B
5.839167,98,B
5.860021,1325,P
5.880875,102,B
5.901729,103,B
5.922583,100,B
5.943437,96,B
5.964292,1243,P
5.985146,107,B
6.006,108,B
6.026854,112,B
6.047708,98,B
6.068562,169,P
6.089417,105,B
6.110271,105,B
6.131125,106,B
6.151979,104,B
6.172833,126,P
6.193688,104,B
6.214542,106,B
6.235396,115,P
6.25625,2234,I
6.277104,88,B
6.297958,117,B
6.318812,3154,P
6.339667,153,B
6.360521,4800,P
6.381375,111,B
6.402229,1608,B
6.423083,109,B
6.443937,5504,P
6.464792,154,B
6.485646,7684,P
6.5065,133,B
6.527354,1220,B
6.548208,117,B
6.569062,3961,P
6.589917,129,B
6.610771,10491,P
6.631625,131,B
6.652479,1447,B
6.673333,98,B
6.694187,4138,P
6.715042,139,B
6.735896,12307,P
6.75675,135,B
6.777604,1758,B
6.798458,121,B
6.819312,3824,P
6.840167,129,B
6.861021,12776,P
6.881875,127,B
6.902729,1615,B
6.923583,130,B
6.944437,5023,P
6.965292,18701,I
6.986146,133,B
7.007,129,B
7.027854,1043,B
7.048708,108,B
7.069562,4099,P
7.090417,124,B
7.111271,15672,P
7.132125,136,B
7.152979,1854,B
7.173833,124,B
7.194687,4791,P
7.215542,116,B
7.236396,4109,B
7.25725,24502,P
7.278104,217,B
7.298958,2781,B
7.319812,180,B
7.340667,19878,P
7.361521,251,B
7.382375,277,B
7.403229,3396,P
7.424083,188,B
7.444937,1962,B
7.465792,17385,P
