time,size,pict_type
0,1116,I
0.016667,68,B
0.033333,68,B
0.05,71,P
0.066667,10512,I
0.083333,587,B
0.1,8945,P
0.116667,3078,P
0.133333,464,B
0.15,5774,P
0.166667,4282,P
0.183333,719,B
0.2,9936,P
0.216667,707,B
0.233333,611,B
0.25,686,B
0.266667,9855,P
0.283333,497,B
0.3,658,B
0.316667,430,B
0.333333,1489,P
0.35,257,B
0.366667,578,B
0.383333,335,B
0.4,2020,P
0.416667,485,B
0.433333,762,B
0.45,464,B
0.466667,5719,P
0.483333,516,B
0.5,640,B
0.516667,319,B
0.533333,2145,P
0.55,310,B
0.566667,579,B
0.583333,362,B
0.6,1531,P
0.616667,493,B
0.633333,1032,P
0.65,402,B
0.666667,438,B
0.683333,239,B
0.7,1200,P
0.716667,253,B
0.733333,436,B
0.75,399,B
0.766667,1129,P
0.783333,388,B
0.8,347,B
0.816667,342,B
0.833333,974,P
0.85,254,B
0.866667,339,B
0.883333,231,B
0.9,1076,P
0.916667,221,B
0.933333,375,B
0.95,360,B
0.966667,753,P
0.983333,415,B
1.0,518,B
1.016667,337,B
1.033333,967,P
1.05,408,B
1.066667,485,B
1.083333,254,B
1.1,1095,P
1.116667,202,B
1.133333,418,B
1.15,277,B
1.166667,671,P
1.183333,395,B
1.2,596,B
1.216667,360,B
1.233333,1390,P
1.25,309,B
1.266667,569,B
1.283333,326,B
1.3,1603,P
1.316667,274,B
1.333333,516,B
1.35,325,B
1.366667,1326,P
1.383333,319,B
1.4,543,B
1.416667,312,B
1.433333,1563,P
1.45,273,B
1.466667,450,B
1.483333,257,B
1.5,1527,P
1.516667,217,B
1.533333,306,B
1.55,194,B
1.566667,1248,P
1.583333,186,B
1.6,250,B
1.616667,126,B
1.633333,731,P
1.65,124,B
1.666667,177,B
1.683333,118,B
1.7,504,P
1.716667,99,B
1.733333,178,B
1.75,97,B
1.766667,441,P
1.783333,103,B
1.8,147,B
1.816667,104,B
1.833333,333,P
1.85,93,B
1.866667,141,B
1.883333,97,B
1.9,221,P
1.916667,146,B
1.933333,223,B
1.95,197,B
1.966667,775,P
1.983333,224,B
2.0,368,B
2.016667,214,B
2.033333,1126,P
2.05,189,B
2.066667,297,B
2.083333,204,B
2.1,907,P
2.116667,235,B
2.133333,331,B
2.15,217,B
2.166667,1200,P
2.183333,207,B
2.2,326,B
2.216667,218,B
2.233333,1069,P
2.25,221,B
2.266667,305,B
2.283333,214,B
2.3,1193,P
2.316667,167,B
2.333333,289,B
2.35,144,B
2.366667,960,P
2.383333,151,B
2.4,241,B
2.416667,122,B
2.433333,929,P
2.45,133,B
2.466667,191,B
2.483333,129,B
2.5,867,P
2.516667,116,B
2.533333,186,B
2.55,103,B
2.566667,693,P
2.583333,102,B
2.6,155,B
2.616667,90,B
2.633333,770,P
2.65,93,B
2.666667,143,B
2.683333,95,B
2.7,552,P
2.716667,98,B
2.733333,146,B
2.75,100,B
2.766667,617,P
2.783333,95,B
2.8,140,B
2.816667,90,B
2.833333,311,P
2.85,94,B
2.866667,132,B
2.883333,87,B
2.9,255,P
2.916667,88,B
2.933333,132,B
2.95,91,B
2.966667,191,P
2.983333,92,B
3.0,132,B
3.016667,95,B
3.033333,255,P
3.05,90,B
3.066667,136,B
3.083333,91,B
3.1,140,P
3.116667,92,B
3.133333,131,B
3.15,89,B
3.166667,140,P
3.183333,89,B
3.2,149,B
3.216667,102,B
3.233333,200,P
3.25,134,B
3.266667,208,B
3.283333,144,B
3.3,655,P
3.316667,157,B
3.333333,259,B
3.35,154,B
3.366667,761,P
3.383333,148,B
3.4,257,B
3.416667,161,B
3.433333,840,P
3.45,189,B
3.466667,280,B
3.483333,180,B
3.5,869,P
3.516667,163,B
3.533333,388,B
3.55,2361,B
3.566667,1894,P
3.583333,2630,B
3.6,1517,B
3.616667,2036,B
3.633333,2410,P
3.65,1121,B
3.666667,1040,B
3.683333,2474,P
3.7,1283,B
3.716667,1947,P
3.733333,1258,B
3.75,1462,B
3.766667,2485,B
3.783333,1706,P
3.8,2632,B
3.816667,2433,B
3.833333,1080,B
3.85,1496,P
3.866667,1616,B
3.883333,2472,B
3.9,1926,B
3.916667,1979,P
3.933333,2030,B
3.95,1858,B
3.966667,1714,B
3.983333,1595,P
4.0,4263,B
4.016667,4321,B
4.033333,2899,B
4.05,1467,P
4.066667,1182,B
4.083333,909,B
4.1,874,P
4.116667,1134,B
4.133333,956,P
4.15,5388,I
4.166667,2707,B
4.183333,4915,B
4.2,229,P
4.216667,68,B
4.233333,72,B
4.25,68,B
4.266667,83,P
4.283333,68,B
4.3,72,B
4.316667,68,B
4.333333,77,P
4.35,70,B
4.366667,68,B
4.383333,76,P
4.4,10508,I
4.416667,8965,P
4.433333,14282,P
4.45,4647,B
4.466667,21109,P
4.483333,6412,B
4.5,26527,P
4.516667,7005,B
4.533333,7639,B
4.55,6422,B
